user_id,steam_id,playtime_forever,playtime_2weeks,id,]playtime_2weeks
76561198063005716,76561198063005716,766,0,220,0
gourmetdeadthings,76561198052892679,72703,1485,4000,1485
76561198096211787,76561198096211787,16651,0,4000,0
freshcake,76561198045616007,466,0,220,0
76561198040636904,76561198040636904,3158,0,240,0
76561197973114685,76561197973114685,4883,0,220,0
76561198050404561,76561198050404561,72,0,500,0
Goofen,76561198020706852,40,0,10,0
76561198061684187,76561198061684187,3114,0,550,0
76561198107001574,76561198107001574,537,0,105600,0
679gog,76561198063904628,1979,0,4000,0
76561198104438335,76561198104438335,12582,0,72850,0
76561198065416066,76561198065416066,73,0,4000,0
MajesticRain,76561198045735572,257,0,220,0
nydac98,76561198069467744,606,0,240,0
76561198059333626,76561198059333626,4414,0,240,0
76561198056913989,76561198056913989,2,0,240,0
Osiris5622,76561198065040732,1093,0,240,0
waytogoidiot,76561198063609496,687,0,3830,0
axios11,76561198086207495,920,0,12120,0
76561198074860147,76561198074860147,826,0,240,0
ocriativo,76561198078195614,2049,0,4000,0
iamhungryfeedme,76561198063499904,2,0,240,0
oakex,76561198142659806,24,0,300,0
76561198067751819,76561198067751819,5137,0,240,0
greedking,76561198021770933,267,0,1250,0
Asunabubba,76561198052035790,88,0,220,0
ggfdhd,76561198104087732,184,0,8190,0
76561198047359151,76561198047359151,318,0,70,0
spamnz,76561198074349476,1245,0,4000,0
76561198074557309,76561198074557309,2264,0,105600,0
76561198103387994,76561198103387994,1,0,45720,0
76561198085457850,76561198085457850,6808,0,240,0
76561198095265398,76561198095265398,12592,0,4000,0
76561198072912995,76561198072912995,6,0,20,0
Obvious_Failure,76561198073645539,1383,0,4000,0
AquaticBreeze,76561198066051412,44,0,10,0
76561198047628653,76561198047628653,11160,21,4000,21
76561198040927561,76561198040927561,452,0,1900,0
zeldafan57,76561198057005890,186,0,10,0
76561198027240315,76561198027240315,4740,0,1250,0
jtwh,76561198077896997,2967,0,4000,0
Cartrz,76561198096088199,148,0,50,0
76561198039283395,76561198039283395,1595,0,4000,0
76561198072331143,76561198072331143,2145,0,4000,0
Flatzone2,76561198058696276,339,0,4000,0
YvesYvesYves,76561198054775959,15,0,20,0
jcottle,76561198022962630,1,0,2610,0
76561198079329399,76561198079329399,26034,119,4000,119
bingobrongo,76561198044228552,7,0,300,0
overlordofgaming,76561198056766072,9,0,280,0
fruity_ninja,76561198066666114,122,0,10,0
linkocarinatime,76561198061406248,1468,0,4000,0
76561198085316041,76561198085316041,218,0,4000,0
HiMyNamesZed,76561198088209019,1215,0,4000,0
qtdraws,76561198072169059,479,0,240,0
aozytrolling,76561198026507161,1005,0,4000,0
76561198080947173,76561198080947173,139,0,240,0
76561198080450686,76561198080450686,1615,0,4000,0
76561198088401537,76561198088401537,1128,0,550,0
OhMoosey,76561197967216283,158053,0,10,0
76561198045564325,76561198045564325,546,0,20920,0
76561198081838594,76561198081838594,315,77,4000,77
Pooptimemachine,76561198078745574,1273,0,240,0
76561198075471497,76561198075471497,3604,0,4000,0
76561198106154413,76561198106154413,5380,0,4000,0
bumcraft123,76561198059521931,1059,0,240,0
twan-newn,76561198076301672,692,0,70,0
1233451231252123,76561198104231359,2015,0,4000,0
OkeeYokee,76561198096909947,4644,0,4000,0
76561198068177281,76561198068177281,284,0,240,0
pusycrshr,76561198049213764,74,0,220,0
76561198055524995,76561198055524995,134,0,3920,0
76561198071050982,76561198071050982,10592,0,4000,0
greenday990310,76561198098615322,323,0,4000,0
76561198095402112,76561198095402112,1343,0,4000,0
oldboss,76561198017758882,36,0,10,0
punchingchicks,76561198038289041,3944,0,4000,0
76561198057988265,76561198057988265,1219,0,17480,0
76561198042385933,76561198042385933,113,0,240,0
76561198157374866,76561198157374866,34860,143,4000,143
ILOVEWEINERS,76561198044649365,7347,0,4000,0
76561198005999162,76561198005999162,19,0,6920,0
Omega9001,76561198062266845,46,0,300,0
gamerbegamin,76561198057077307,210,0,4000,0
omegavondoom,76561198027988379,83,0,4550,0
76561198090573056,76561198090573056,439,0,4000,0
76561197998356183,76561197998356183,1,0,10,0
76561198088929935,76561198088929935,3601,0,42700,0
76561198023224187,76561198023224187,6504,0,550,0
Omgicfan9,76561198048894098,671,0,4000,0
76561198086699150,76561198086699150,10,0,240,0
Ominous_Noise,76561198022226158,13,0,4000,0
76561198081926985,76561198081926985,31,0,9180,0
liverpool__61,76561198064019116,616,0,220,0
76561198038983816,76561198038983816,45,0,10,0
One-EyedKing,76561198076368779,234,0,220,0
76561198098284386,76561198098284386,4,0,205790,0
76561198100769796,76561198100769796,152,0,240,0
76561198062180901,76561198062180901,121,0,4000,0
Onge59,76561198046770917,13,0,70,0
76561198054200662,76561198054200662,9,0,34330,0
76561198054796819,76561198054796819,434,0,2100,0
76561198064813230,76561198064813230,1444,0,220,0
ParalysedChook,76561198037432327,1469,0,240,0
OnnixGaming,76561198090300831,740,0,240,0
76561198081848869,76561198081848869,7,0,240,0
76561198047717614,76561198047717614,14,0,1520,0
kerserisasickcunt,76561198054341711,61,0,220,0
rogerrr,76561198056963200,1349,0,65800,0
76561198054613028,76561198054613028,293,0,400,0
76561198042884383,76561198042884383,249,0,2600,0
76561198208354743,76561198208354743,2798,0,4000,0
76561198059494045,76561198059494045,234,0,220,0
76561198071152724,76561198071152724,1352,0,4000,0
76561198073528092,76561198073528092,536,0,220,0
76561198068420037,76561198068420037,228,0,220,0
76561198086810348,76561198086810348,3731,0,35140,0
phantom02k,76561198091080817,1314,0,4000,0
OrackBobama,76561198055275915,1006,0,220,0
0rangeZ3r0,76561198052669139,322,0,8850,0
76561198041174745,76561198041174745,77,0,300,0
kekles,76561198046265753,1,0,240,0
76561198046927090,76561198046927090,205,0,550,0
76561198074489228,76561198074489228,915,0,2400,0
oranos222,76561198058780052,323,0,3920,0
orbwalker,76561198092724455,4,0,6060,0
76561198033050980,76561198033050980,175,0,300,0
CptKickass,76561198040144867,225,0,4000,0
76561198043810766,76561198043810766,2143,0,240,0
eamonshort,76561198009984007,300,0,70,0
76561198064317610,76561198064317610,3479,0,240,0
Orifromtheforest,76561198161244904,1094,0,220,0
76561198081120147,76561198081120147,66979,0,4000,0
76561198079293112,76561198079293112,1,0,240,0
isoduo,76561198080777066,29,0,2500,0
iinverno,76561197996400788,171,0,240,0
afrodude23,76561198041436958,4619,0,4000,0
76561198060029466,76561198060029466,1,0,220,0
orphoftheabyss,76561198050244522,1160,0,4000,0
76561198056838505,76561198056838505,2806,0,12120,0
Orphaned,76561198023608093,621,0,12200,0
Orpington,76561198106207425,26549,0,4000,0
76561197966298550,76561197966298550,264,0,10,0
ComputerTheGamer,76561198088876591,51080,619,4000,619
76561198067033117,76561198067033117,2616,0,240,0
robsonrrs,76561198053503673,37,0,20,0
bigbeno37,76561198038991299,192,0,240,0
otaku-hime,76561198167434210,197,0,4000,0
76561198044585275,76561198044585275,634,0,220,0
76561198093632392,76561198093632392,3657,0,4000,0
frozout,76561198069695657,3900,0,4000,0
76561198018564065,76561198018564065,140,0,240,0
Holly1999,76561198055371239,4318,0,4000,0
76561198045066877,76561198045066877,2,0,240,0
76561198062385314,76561198062385314,168,0,220,0
76561198102485241,76561198102485241,7376,0,4000,0
76561198048261122,76561198048261122,1247,0,17410,0
overlord23,76561198088263053,9421,0,4000,0
76561197971259035,76561197971259035,3346,0,220,0
owen_sweet,76561198073527406,16894,0,4000,0
UAMOOSE,76561198009852170,16321,0,240,0
Owned7,76561198051318572,46,0,240,0
76561198083814242,76561198083814242,1573,0,4000,0
76561198086139632,76561198086139632,1403,0,4000,0
76561198074620435,76561198074620435,29,0,1200,0
ImStaticZz,76561198057155794,197,0,4000,0
76561198008756970,76561198008756970,423,0,220,0
76561197976356495,76561197976356495,1467,0,220,0
ozi10,76561198052924650,877,0,4000,0
creative_url,76561198042309013,2027,0,240,0
76561198026332576,76561198026332576,55,0,240,0
76561198078764700,76561198078764700,80,0,4000,0
protatoSTALKER,76561198033480165,66,0,70,0
76561198067069352,76561198067069352,24,0,550,0
76561198065580736,76561198065580736,163,0,4000,0
76561198045467294,76561198045467294,91,0,300,0
hhiiss,76561198044024323,416,0,240,0
Fox_Hanyou_Mikoto,76561198035564765,1,0,240,0
76561197999240770,76561197999240770,1,0,240,0
adampaddy,76561198026543941,339,0,240,0
76561198082177323,76561198082177323,342,0,240,0
76561198064585591,76561198064585591,579,0,300,0
jbvinssr,76561198082815623,20,0,205790,0
avigniate,76561198072972490,150,0,220,0
76561198134824579,76561198134824579,2853,2466,32370,2466
SvnK7,76561198062057638,1238,0,4000,0
damnPacmanbackatitagain,76561198049619088,129925,1,240,1
pacman3333333,76561198083280834,2187,0,4000,0
pacopromlg,76561198032647939,972,0,4000,0
76561198256306829,76561198256306829,2399,0,236390,0
PadukSteam,76561198226523644,194,0,220,0
76561198074311354,76561198074311354,95,0,3320,0
76561198062375205,76561198062375205,855,0,10,0
SniperMortal,76561198070751282,2112,0,4000,0
76561198004901938,76561198004901938,2873,0,300,0
76561198067755390,76561198067755390,2235,0,240,0
YFuqU,76561198077596901,8683,0,4000,0
z0mbiehaxor,76561197997630965,2680,0,240,0
76561198077829974,76561198077829974,21,0,20,0
76561198066026014,76561198066026014,4100,0,240,0
76561198039969558,76561198039969558,31,0,1520,0
samsul,76561198097789221,789,0,4000,0
Once-ler,76561197970765265,798,0,220,0
76561198061205867,76561198061205867,1,0,240,0
palelord,76561198011515309,348,0,50,0
76561198049713032,76561198049713032,91,0,3320,0
Palony,76561198057869163,14355,0,4000,0
76561198022004951,76561198022004951,197,0,220,0
76561198042193560,76561198042193560,35,0,50,0
ReidRoseau,76561198071939085,3,0,240,0
76561198063677145,76561198063677145,5066,0,240,0
pandaaus,76561198042533946,279801,38,240,38
MrShyPanda,76561198048821812,407,0,240,0
76561198061091780,76561198061091780,604,0,24790,0
76561198081095667,76561198081095667,4295,0,4000,0
76561198085653923,76561198085653923,152,0,240,0
Deathbyfall,76561198037885606,1,0,220,0
76561198063220816,76561198063220816,3641,0,4000,0
PandaCommandaa,76561198042513371,2,0,240,0
Pandaliti,76561198052849476,75793,207,4000,207
Ronnieandfriendsthatarecool,76561198071683644,4052,268,4000,268
76561198084750842,76561198084750842,426,0,220,0
76561198062139862,76561198062139862,3789,0,4000,0
76561198046075289,76561198046075289,19,0,70,0
76561198067265748,76561198067265748,184,0,3830,0
76561198075924081,76561198075924081,9071,0,240,0
panelata,76561198045996814,9371,0,240,0
mrfun1003,76561198072795965,316,0,240,0
76561197999136636,76561197999136636,9482,0,240,0
76561198046143052,76561198046143052,34,0,1200,0
76561197999140519,76561197999140519,266,0,4000,0
76561198058972207,76561198058972207,279,0,43110,0
76561198093282552,76561198093282552,728,145,236390,145
paddy3450,76561198025775132,536,0,220,0
UzamiJericko,76561198105806367,145,0,92800,0
76561198054736284,76561198054736284,293,0,20900,0
76561198029634836,76561198029634836,2164,0,220,0
76561198077512503,76561198077512503,6775,0,4000,0
76561198067422412,76561198067422412,1029,0,620,0
sunstudios,76561198010284092,188,0,13210,0
76561198060619286,76561198060619286,124032,0,4000,0
76561198075697854,76561198075697854,300,0,4000,0
76561198078017438,76561198078017438,66,0,220,0
papakimple,76561198063054405,860,0,220,0
jackglisan,76561198044577564,1562,0,220,0
Capscain,76561198050044781,2,0,10,0
76561198043909489,76561198043909489,11265,0,4000,0
Nexu-Kun,76561198067272193,6664,0,4000,0
76561198056981204,76561198056981204,24,0,4000,0
391204566,76561197984191985,65241,0,240,0
tortilla_very_nice,76561198059218043,13334,0,4000,0
76561197998080275,76561197998080275,1097,0,300,0
snapbacksback,76561198044886495,2626,0,240,0
76561198028065214,76561198028065214,19,0,1200,0
foreverkewl,76561198069703323,6,0,20,0
paravion,76561198075324139,14,0,240,0
76561197993061389,76561197993061389,25524,0,10000,0
cyroblade,76561198042520379,2994,128,240,128
parkachu,76561198006752349,869,0,3300,0
76561198297906261,76561198297906261,30,0,20900,0
76561198005994396,76561198005994396,1102,0,240,0
76561198052122806,76561198052122806,2962,4,4000,4
76561197994010565,76561197994010565,18731,0,300,0
Alirayzack,76561198118598820,95933,683,4000,683
Artful-dodgeR,76561197960481891,28,0,10,0
Pasta_Dragon,76561198045143901,25,0,8600,0
PastyAsian,76561198053786462,3804,0,240,0
76561197982057921,76561197982057921,1850,0,220,0
76561198034238797,76561198034238797,155,0,240,0
76561198051497945,76561198051497945,4,0,3830,0
pc1000,76561198162449830,20,0,230410,0
nannernuke,76561198191303083,33,0,4000,0
76561198048171603,76561198048171603,5347,0,240,0
76561198041548875,76561198041548875,192,0,1250,0
PatSWAG,76561198046429956,114,0,70,0
76561198087754089,76561198087754089,21087,834,10,834
EdfromNZ,76561198031073065,77,0,10,0
76561198067171086,76561198067171086,612,0,1200,0
76561198045506675,76561198045506675,98,0,240,0
ared72,76561198032056523,52,0,12900,0
76561198150482538,76561198150482538,2077,0,4000,0
Muscovites,76561198069481443,1764,0,40800,0
76561198073320826,76561198073320826,11004,0,4000,0
76561198038866958,76561198038866958,11922,0,4000,0
Pdhelliot,76561198033322266,78,0,10,0
76561198108452739,76561198108452739,2654,0,4000,0
CambodianPrincess,76561198129340598,209,0,30,0
76561198071374629,76561198071374629,2894,0,4000,0
76561198076774793,76561198076774793,74,0,70,0
76561198079023082,76561198079023082,2525,0,4000,0
PEANUTS4,76561198069477831,410,0,220,0
76561198047956258,76561198047956258,36228,0,4000,0
76561197961527817,76561197961527817,2442,0,10,0
76561198080272652,76561198080272652,1,0,9050,0
76561198060406659,76561198060406659,2121,44,4000,44
76561198085377458,76561198085377458,3892,444,550,444
76561198057349395,76561198057349395,3117,46,4000,46
76561198078983740,76561198078983740,334,0,4000,0
PETEGEE,76561198132364760,139,0,4000,0
peelyy,76561197996550123,18,0,300,0
76561198087667895,76561198087667895,225,0,4000,0
76561198003898832,76561198003898832,846,0,240,0
peetsasucks,76561198086973403,827,16,10,16
GGarry,76561198097659824,11025,0,4000,0
76561198069680374,76561198069680374,1402,0,4000,0
kekmanzzzz,76561198048304186,123,0,220,0
katarushikun,76561198083158152,10135,22,4000,22
76561198082521810,76561198082521810,17,0,12210,0
1875489156748,76561198050688678,405,0,240,0
76561198054788197,76561198054788197,8641,0,4000,0
76561198011898524,76561198011898524,331,0,16600,0
76561198072170359,76561198072170359,557,0,72850,0
76561198055331993,76561198055331993,317,0,3830,0
mexicanburritobandito,76561198069438988,3105,0,2800,0
76561198079647385,76561198079647385,1698,0,12200,0
ekenator,76561198037810633,4,0,300,0
76561198093156182,76561198093156182,487,0,220,0
76561198042386729,76561198042386729,11,0,4760,0
76561198042409394,76561198042409394,541,0,300,0
ustalker,76561198074562599,19,0,320,0
76561198046740784,76561198046740784,654,0,3910,0
76561198073221128,76561198073221128,1071,0,240,0
76561198033132089,76561198033132089,11,0,400,0
76561198066119755,76561198066119755,8,0,20,0
76561198065340949,76561198065340949,120,0,220,0
76561198017618407,76561198017618407,184979,0,240,0
76561197984140648,76561197984140648,83,0,10,0
The_Accidental_Dong_Slam,76561198083679884,305,0,300,0
76561198091454024,76561198091454024,611,0,4000,0
F22Flipside,76561198060449947,30,30,10,30
76561198078601271,76561198078601271,20,0,6860,0
76561198070015638,76561198070015638,1464,0,4000,0
76561198080759661,76561198080759661,291,50,24240,50
76561198073686665,76561198073686665,19,0,17470,0
011000100001000111,76561198078782259,16070,0,4000,0
76561197997407450,76561197997407450,1809,0,240,0
Vixerose,76561198228102016,119,0,4000,0
76561198054473072,76561198054473072,155,0,240,0
therealphart,76561198076796027,7021,7,4000,7
Phasmore,76561198040199371,1546,0,240,0
idiotcuz,76561198043127366,28759,15,240,15
76561198079113109,76561198079113109,25,0,4000,0
76561198033720513,76561198033720513,1019,0,10,0
mulberrychief,76561198042776199,22704,0,4000,0
sovannara23,76561198022962256,6935,0,10,0
brzeski,76561198066082461,2102,0,240,0
PhireBird,76561198048642759,58,0,10,0
PhlexOG,76561198089994186,113,0,300,0
luannyboyzz,76561198037150374,889,0,4000,0
76561197989312512,76561197989312512,1854,0,300,0
Kill3rVen0m,76561198046504919,23793,0,4000,0
76561198045006942,76561198045006942,346,0,2630,0
dat-ace-attorney,76561198062227619,124,0,240,0
76561198049327857,76561198049327857,5,0,3920,0
pcpickkykung,76561198093978232,662,0,4000,0
doridoridoridori,76561198060738912,11528,118,4000,118
gutsifier,76561198064353713,2694,0,4000,0
76561198066948973,76561198066948973,1637,0,4000,0
mattgreenbury,76561198042373124,144,0,240,0
pickle_miester,76561198074138144,112,0,240,0
76561198065554374,76561198065554374,7537,0,240,0
76561198076049774,76561198076049774,29394,212,730,212
PiedLaR,76561197992014649,7566,0,240,0
piedude,76561197991720512,429,0,3920,0
76561198012630014,76561198012630014,33542,0,240,0
76561198064946763,76561198064946763,183,0,70,0
PiePoon,76561198059576967,10075,228,240,228
BurntPies,76561198057505646,48,0,240,0
CALEBPITT,76561198044343775,20,0,4540,0
76561198101332053,76561198101332053,498,0,4000,0
76561198075920032,76561198075920032,41,0,220,0
76561198035701234,76561198035701234,2257,0,4000,0
76561198014552338,76561198014552338,1036,0,220,0
76561198044731963,76561198044731963,9,0,70000,0
pigmentcs,76561197992810343,230,0,4000,0
76561198066797772,76561198066797772,1385,0,550,0
SCARYKILLERZ,76561198045104166,40546,40,4000,40
IGotItFormMyDADDY,76561198088970677,703,0,4000,0
76561198064696678,76561198064696678,65,0,4000,0
76561198053872343,76561198053872343,283,0,220,0
pilfir,76561197990266762,440,0,240,0
G3T_0N_M4H_L3V3L_5KRU3,76561198083643525,16886,0,4000,0
ThePinchyParable,76561198043805204,38,0,7670,0
kingpineapyula,76561198054381887,6,0,20,0
pingas4daysbruv,76561198071629521,1330,0,4000,0
76561197990836063,76561197990836063,449,0,240,0
76561198081613852,76561198081613852,7,0,240,0
76561198070528856,76561198070528856,7241,0,4000,0
76561198065916658,76561198065916658,11833,0,4000,0
PinkamenaDianePyro,76561198030937737,189,0,2620,0
76561197982151291,76561197982151291,638,0,300,0
76561198123617303,76561198123617303,129,0,4000,0
76561198065951763,76561198065951763,8848,0,4000,0
pandanz,76561198076688579,10975,0,4000,0
arcra_bobinson,76561198072246494,4574,0,4000,0
76561198035472583,76561198035472583,196,0,300,0
icedblood1703,76561198068874415,3,0,42120,0
piplup40,76561198099502775,5486,0,4000,0
76561198093344933,76561198093344933,372,0,109400,0
76561198002239134,76561198002239134,35853,0,240,0
abihebat66,76561198079901548,1897,0,4000,0
hihihello1234,76561198063095696,9,0,33910,0
76561198042021806,76561198042021806,3430,0,4000,0
76561198100312725,76561198100312725,492,0,15100,0
76561198074045134,76561198074045134,340,0,4000,0
Pitter-Patter,76561198035555495,8,0,3910,0
76561198107093846,76561198107093846,3,0,10,0
76561198056230004,76561198056230004,18,0,11020,0
76561198045420316,76561198045420316,11,0,240,0
76561198091006606,76561198091006606,7785,67,4000,67
76561198060406119,76561198060406119,1122,0,4000,0
pizzadude04,76561198065897626,14,0,10,0
76561198003798013,76561198003798013,665,0,10,0
76561198043082457,76561198043082457,31,0,400,0
76561198042243844,76561198042243844,410,0,3830,0
76561198117713583,76561198117713583,792,0,240,0
luckyrock,76561198041540540,354,0,550,0
Plak-e-bow,76561198000612268,14190,0,240,0
Wolf4341,76561198071746033,2007,0,4000,0
76561198080406043,76561198080406043,1223,0,72850,0
76561198036824569,76561198036824569,3327,0,550,0
76561198082588112,76561198082588112,1426,0,4000,0
76561198080639315,76561198080639315,830,0,220,0
76561198044304918,76561198044304918,1,0,98500,0
playerqwerty,76561198049862126,1,0,1670,0
76561198060302062,76561198060302062,9995,0,105600,0
plowzy_,76561198042859072,401,0,240,0
plubben1,76561198079554430,4193,0,4000,0
76561198067272238,76561198067272238,1709,0,4000,0
76561198056997935,76561198056997935,136,0,240,0
PlushTurtle,76561198040383305,1,0,10,0
76561198064256358,76561198064256358,12043,0,4000,0
76561198052123464,76561198052123464,396,0,220,0
plutopass,76561198062627713,9326,0,4000,0
76561198044367162,76561198044367162,15,0,3920,0
panda2349,76561197995060008,2814,0,240,0
valeiskill,76561198059849040,2263,0,240,0
Whoppy,76561197990007528,383,0,10,0
PobbiC,76561198064472984,258,0,220,0
ThePocketMedic,76561197987265148,4936,0,300,0
76561198042647341,76561198042647341,2651,0,4000,0
poedgirl,76561197970545566,54,0,220,0
nibbly,76561198027986833,12,0,1520,0
nicesuit,76561198036090603,1912,0,4000,0
76561198107631647,76561198107631647,616,0,4000,0
pokkles,76561198009728324,113,0,300,0
76561198077251565,76561198077251565,1247,0,4000,0
76561198023459870,76561198023459870,2973,0,550,0
mentipede,76561198095196726,13611,0,4000,0
76561198054793812,76561198054793812,1,0,240,0
sovietbus,76561198079159432,1675,0,22300,0
dominator2001,76561198086381025,3650,0,9450,0
tobsta08,76561198033165804,14,0,240,0
76561198048368056,76561198048368056,5328,0,4000,0
skyfii,76561198057831171,6,0,20,0
76561198061805895,76561198061805895,6979,0,4000,0
76561198011213659,76561198011213659,766,0,2400,0
76561198086207075,76561198086207075,5391,0,550,0
76561198095920137,76561198095920137,1082,0,240,0
chipotleez,76561198071179259,107,0,220,0
76561198045395013,76561198045395013,4077,0,240,0
76561198098952065,76561198098952065,1,0,99900,0
76561198030578877,76561198030578877,3915,0,20,0
snoopfogg,76561198058675130,314,0,220,0
sbeeziz,76561198069670336,171,0,70,0
76561198006585818,76561198006585818,6912,0,300,0
76561198073882111,76561198073882111,3986,0,4000,0
76561198057543667,76561198057543667,25,0,4000,0
76561198066291680,76561198066291680,583,0,4000,0
76561198045770617,76561198045770617,205,0,220,0
tonysp888stars,76561198047823220,10,0,10,0
Pork_Sausage,76561198084546158,3518,0,4000,0
76561198162506111,76561198162506111,2634,0,4000,0
76561198079107907,76561198079107907,10094,0,240,0
iamnotcool,76561198046911955,215,0,3830,0
76561198078584463,76561198078584463,1203,0,4000,0
76561198069410187,76561198069410187,1617,0,4000,0
76561197992005814,76561197992005814,80,0,240,0
76561198023989497,76561198023989497,20027,0,240,0
propablynotbatman,76561198045291703,318,0,50,0
PlayZonee,76561198066262353,204,0,32500,0
76561198086498682,76561198086498682,634,18,4000,18
fierceflea,76561198033219133,844,0,4000,0
76561197964310685,76561197964310685,24518,0,10,0
potatoesgg,76561198043886953,972,0,240,0
xX_l337_Xx,76561198044732781,245,0,220,0
76561198084614327,76561198084614327,15348,0,4000,0
zentec888,76561198045021910,4490,0,4000,0
potternerd,76561198098664899,3066,0,240,0
Victorypower,76561198043719257,58,0,4000,0
76561198045635178,76561198045635178,11957,0,550,0
phd_greg,76561198017569093,8,0,2400,0
76561198077794054,76561198077794054,29261,0,4000,0
predgaming,76561198044135640,69143,17,240,17
76561198015213118,76561198015213118,44,0,4000,0
POKESTEAM,76561198045930915,629,0,220,0
RadekOfBoktor,76561198025474411,9,0,70,0
76561198044662127,76561198044662127,5384,0,4000,0
SoloWing3844,76561197993381773,844,0,300,0
76561198016174343,76561198016174343,2661,0,240,0
GrumpyFoxx,76561198071562147,464,0,300,0
76561198040344081,76561198040344081,9266,50,4000,50
76561198057865855,76561198057865855,11,0,56400,0
prestiprestipresti,76561198075421390,406,0,550,0
sabfy72uibngbniasfoq2hgio,76561198072902175,1409,13,4000,13
76561198068408128,76561198068408128,1212,0,4000,0
76561198299869543,76561198299869543,3163,0,208580,0
76561198035792063,76561198035792063,766,0,220,0
76561198072690606,76561198072690606,897,0,15100,0
KISS_FREAK,76561197998190088,148,0,4000,0
76561198069132853,76561198069132853,96,0,220,0
76561198082110577,76561198082110577,335,0,220,0
PrivateSpades,76561198059101075,297,0,220,0
zeronostar,76561198082238305,169,0,3830,0
procrastin8or,76561198048130206,668,0,4000,0
76561198035351736,76561198035351736,16685,99,4000,99
76561198069690973,76561198069690973,89,0,32800,0
proffink,76561198054889595,8822,119,4000,119
ProfCuddles,76561198083145311,12615,127,4000,127
JohnMotherfuckingWick,76561198055527427,1,0,240,0
76561198062470849,76561198062470849,1622,0,70,0
76561198057210491,76561198057210491,14243,0,4000,0
76561198087584008,76561198087584008,1592,290,4000,290
76561198105214700,76561198105214700,2110,0,8190,0
corruptis,76561198060474537,31,0,240,0
PROGAMER963,76561198014797748,159,0,300,0
76561198077803539,76561198077803539,384,0,4000,0
76561198012742919,76561198012742919,10219,0,240,0
76561198009517461,76561198009517461,1229,0,220,0
stupidpieceofcode,76561198085128914,4720,62,2400,62
76561198077695125,76561198077695125,135,0,240,0
76561198042772771,76561198042772771,6052,0,4000,0
76561198172833341,76561198172833341,15843,125,4000,125
76561198127901075,76561198127901075,314,0,220,0
ProxiiZ,76561198065668519,14092,80,4000,80
76561198070531244,76561198070531244,518,0,208090,0
76561198041379275,76561198041379275,3056,182,4000,182
76561198061893332,76561198061893332,12983,0,4000,0
PsG_Wak,76561198062328993,59,0,15620,0
76561198137684973,76561198137684973,160,0,6060,0
Zbsilversurfer,76561198084497564,91,0,320,0
76561198094182977,76561198094182977,1122,0,70,0
Lotse01,76561198044724721,1598,0,12210,0
76561198060201321,76561198060201321,152,0,300,0
76561198065835381,76561198065835381,2764,0,240,0
76561198042270457,76561198042270457,376,0,240,0
76561198064749151,76561198064749151,208,0,222940,0
ZePoatat,76561198053228897,2629,0,4000,0
MissBender,76561198067309917,326,0,220,0
76561198052654719,76561198052654719,1462,0,4000,0
76561198064484479,76561198064484479,1436,0,10,0
76561198076524484,76561198076524484,4217,0,4000,0
76561198046824930,76561198046824930,6431,0,240,0
Goodgoodkung,76561198085212906,16231,0,4000,0
crosspotato,76561198077530932,104,0,240,0
pulsarforce,76561198044204107,429,0,4000,0
Pulseairwalk,76561198044608931,203,0,550,0
kanyetothe,76561198048428142,760,0,240,0
76561198040311085,76561198040311085,729,0,3830,0
thepumpkinator,76561198047056533,1,0,4000,0
76561198038536815,76561198038536815,619,0,3830,0
Pungkond,76561198059100559,155,0,2400,0
PunkedFlip,76561198062740267,24584,0,4000,0
76561198052998016,76561198052998016,10822,0,4000,0
blitzsturm,76561198040846381,726,0,4000,0
76561198071253402,76561198071253402,1876,0,240,0
76561198075319176,76561198075319176,62,0,220,0
BestKingpin,76561198035183356,54708,220,4000,220
76561198066983571,76561198066983571,1376,0,4000,0
76561198065776157,76561198065776157,252,41,4000,41
BadGraves,76561198049547331,745,0,220,0
aldwinsanity,76561198068571209,68,0,4000,0
76561198055825196,76561198055825196,199,0,9450,0
76561198061600791,76561198061600791,151,0,240,0
76561198093656407,76561198093656407,1,0,4000,0
purplepause,76561198060355996,1114,0,4000,0
pusheeee,76561197981502390,222,0,240,0
billnyeismydad,76561198042613139,122,0,220,0
Don_Killuminati,76561198041230422,249,0,4000,0
agentblackcat,76561198071553172,2986,4,4000,4
76561198058626804,76561198058626804,814,0,220,0
76561198012485589,76561198012485589,8937,0,240,0
76561198065569809,76561198065569809,118,0,220,0
76561198067136187,76561198067136187,11,0,10,0
76561198030291878,76561198030291878,4,0,4000,0
pwnage901,76561198056650132,29793,0,4000,0
76561198072957978,76561198072957978,1288,0,4000,0
76561198064481004,76561198064481004,6058,0,240,0
creammilovesyou,76561198072193948,17008,0,4000,0
pyrofuzion,76561198040326506,632,0,240,0
PyroGT,76561198086861651,427,0,4000,0
76561198074878548,76561198074878548,144,0,240,0
sawtooth44,76561198038893256,8440,0,4000,0
76561198045250161,76561198045250161,169,0,220,0
some_sorta_pie,76561198036745107,2785,0,240,0
PyrusZodiac,76561198133287894,160,0,240,0
thegiftedone_patch,76561198111078708,1867,0,4000,0
76561198060687252,76561198060687252,257,0,10,0
Qaizer,76561198069554822,27,0,4000,0
76561198021276888,76561198021276888,2556,0,4000,0
76561198082851464,76561198082851464,123,0,240,0
QFox01,76561198039773440,16032,1733,4000,1733
recon931,76561198085815269,21106,2,4000,2
leeamf,76561198044517046,617,0,240,0
76561198063499902,76561198063499902,37,0,4000,0
